"","x"
"1878","m2"
"1879","##в"
"1880","1643"
"1881","670"
"1882","##ا"
"1883","277"
"1884","274"
"1885","001"
"1886","1743"
"1887","525"
"1888","1603"
"1889","1725"
"1890","##9th"
"1891","2021"
"1892","1641"
"1893","1742"
"1894","269"
"1895","49th"
"1896","279"
"1897","##52"
"1898","43rd"
"1899","292"
"1900","##باد"
"1901","1610"
"1902","1739"
"1903","740"
"1904","1744"
"1905","412"
"1906","999"
"1907","1662"
"1908","299"
"1909","6000"
"1910","##6th"
"1911","51st"
"1912","1701"
"1913","1735"
"1914","1645"
"1915","stanisław"
"1916","##65"
"1917","##49"
"1918","357"
"1919","1550"
"1920","1670"
"1921","314"
"1922","1625"
"1923","282"
"1924","355"
"1925","##×"
"1926","1b"
"1927","vh1"
"1928","44th"
"1929","1724"
"1930","4a"
"1931","##ʻi"
"1932","319"
"1933","1649"
"1934","1723"
"1935","317"
"1936","960"
"1937","820"
"1938","1722"
"1939","##4th"
"1940","1737"
"1941","1702"
"1942","##ου"
"1943","£10"
"1944","2010s"
"1945","1728"
"1946","880"
"1947","284"
"1948","52nd"
"1949","70th"
"1950","293"
"1951","521"
"1952","##56"
"1953","1718"
"1954","318"
"1955","##54"
"1956","1713"
"1957","1621"
"1958","289"
"1959","20s"
"1960","291"
"1961","1675"
"1962","296"
"1963","1733"
"1964","324"
"1965","298"
"1966","1672"
"1967","1708"
"1968","1734"
"1969","##⁄₄"
"1970","1666"
"1971","1683"
"1972","1635"
"1973","##ια"
"1974","406"
"1975","1654"
"1976","1638"
"1977","297"
"1978","##7th"
"1979","356"
"1980","411"
"1981","417"
"1982","1717"
"1983","##85"
"1984","331"
"1985","1540"
"1986","1732"
"1987","1667"
"1988","875"
"1989","710"
"1990","1665"
"1991","##øy"
"1992","1721"
"1993","£100"
"1994","##a1"
"1995","c1"
"1996","910"
"1997","1704"
"1998","48th"
"1999","##raße"
"2000","343"
"2001","£5"
"2002","##58"
"2003","354"
"2004","1629"
"2005","##¹"
"2006","338"
"2007","1679"
"2008","##−1"
"2009","336"
"2010","46th"
"2011","00pm"
"2012","730"
"2013","1738"
"2014","441"
"2015","402"
"2016","1609"
"2017","690"
"2018","1910s"
"2019","840"
"2020","1622"
"2021","294"
"2022","##59"
"2023","451"
"2024","1719"
"2025","£3"
"2026","326"
"2027","1736"
"2028","1086"
"2029","1605"
"2030","403"
"2031","1716"
"2032","1632"
"2033","47th"
"2034","475"
"2035","##8th"
"2036","1580"
"2037","1659"
"2038","##57"
"2039","##200"
"2040","1726"
"2041","341"
"2042","1703"
"2043","1656"
"2044","1655"
"2045","1731"
"2046","1729"
"2047","1711"
"2048","1712"
"2049","327"
"2050","351"
"2051","1664"
"2052","337"
"2053","1634"
"2054","1820s"
"2055","1624"
"2056","##ка"
"2057","780"
"2058","1692"
"2059","57th"
"2060","1628"
"2061","1697"
"2062","1016"
"2063","050"
"2064","1699"
"2065","1604"
"2066","##66"
"2067","1611"
"2068","1646"
"2069","1626"
"2070","1652"
"2071","870"
"2072","1570"
"2073","352"
"2074","407"
"2075","1658"
"2076","505"
"2077","1709"
"2078","339"
"2079","##ан"
"2080","1663"
"2081","1618"
"2082","1623"
"2083","m3"
"2084","770"
"2085","55th"
"2086","1651"
"2087","56th"
"2088","##3d"
"2089","##ы"
"2090","##ה"
"2091","1695"
"2092","##ης"
"2093","1560"
"2094","1612"
"2095","c2"
"2096","422"
"2097","##ɛ"
"2098","495"
"2099","1653"
"2100","1705"
"2101","332"
"2102","381"
"2103","##500"
"2104","930"
"2105","344"
"2106","421"
"2107","##л"
"2108","1682"
"2109","b1"
"2110","##400"
"2111","555"
"2112","334"
"2113","329"
"2114","54th"
"2115","##!"
"2116","##"""
"2117","##$"
"2118","##%"
"2119","##&"
"2120","##'"
"2121","##("
"2122","##)"
"2123","##*"
"2124","##+"
"2125","##,"
"2126","##-"
"2127","##."
"2128","##/"
"2129","##:"
"2130","##;"
"2131","##<"
"2132","##="
"2133","##>"
"2134","##?"
"2135","##@"
"2136","##["
"2137","##\"
"2138","##]"
"2139","##^"
"2140","##_"
"2141","##`"
"2142","##{"
"2143","##|"
"2144","##}"
"2145","##~"
"2146","##¡"
"2147","##¢"
"2148","##£"
"2149","##¤"
"2150","##¥"
"2151","##¦"
"2152","##§"
"2153","##¨"
"2154","##©"
"2155","##ª"
"2156","##«"
"2157","##¬"
"2158","##®"
"2159","##±"
"2160","##´"
"2161","##µ"
"2162","##¶"
"2163","##·"
"2164","##º"
"2165","##»"
"2166","##¼"
"2167","##¾"
"2168","##¿"
"2169","##æ"
"2170","##ð"
"2171","##÷"
"2172","##þ"
"2173","##đ"
"2174","##ħ"
"2175","##ŋ"
"2176","##œ"
"2177","##ƒ"
"2178","##ɐ"
"2179","##ɑ"
"2180","##ɒ"
"2181","##ɔ"
"2182","##ɕ"
"2183","##ə"
"2184","##ɡ"
"2185","##ɣ"
"2186","##ɨ"
"2187","##ɪ"
"2188","##ɫ"
"2189","##ɬ"
"2190","##ɯ"
"2191","##ɲ"
"2192","##ɴ"
"2193","##ɹ"
"2194","##ɾ"
"2195","##ʀ"
"2196","##ʁ"
"2197","##ʂ"
"2198","##ʃ"
"2199","##ʉ"
"2200","##ʊ"
"2201","##ʋ"
"2202","##ʌ"
"2203","##ʎ"
"2204","##ʐ"
"2205","##ʑ"
"2206","##ʒ"
"2207","##ʔ"
"2208","##ʰ"
"2209","##ʲ"
"2210","##ʳ"
"2211","##ʷ"
"2212","##ʸ"
"2213","##ʻ"
"2214","##ʼ"
"2215","##ʾ"
"2216","##ʿ"
"2217","##ˈ"
"2218","##ˡ"
"2219","##ˢ"
"2220","##ˣ"
"2221","##ˤ"
"2222","##β"
"2223","##γ"
"2224","##δ"
"2225","##ε"
"2226","##ζ"
"2227","##θ"
"2228","##κ"
"2229","##λ"
"2230","##μ"
"2231","##ξ"
"2232","##ο"
"2233","##π"
"2234","##ρ"
"2235","##σ"
"2236","##τ"
"2237","##υ"
"2238","##φ"
"2239","##χ"
"2240","##ψ"
"2241","##ω"
"2242","##б"
"2243","##г"
"2244","##д"
"2245","##ж"
"2246","##з"
"2247","##м"
"2248","##п"
"2249","##с"
"2250","##у"
"2251","##ф"
"2252","##х"
"2253","##ц"
"2254","##ч"
"2255","##ш"
"2256","##щ"
"2257","##ъ"
"2258","##э"
"2259","##ю"
"2260","##ђ"
"2261","##є"
"2262","##і"
"2263","##ј"
"2264","##љ"
"2265","##њ"
"2266","##ћ"
"2267","##ӏ"
"2268","##ա"
"2269","##բ"
"2270","##գ"
"2271","##դ"
"2272","##ե"
"2273","##թ"
"2274","##ի"
"2275","##լ"
"2276","##կ"
"2277","##հ"
"2278","##մ"
"2279","##յ"
"2280","##ն"
"2281","##ո"
"2282","##պ"
"2283","##ս"
"2284","##վ"
"2285","##տ"
"2286","##ր"
"2287","##ւ"
"2288","##ք"
"2289","##־"
"2290","##א"
"2291","##ב"
"2292","##ג"
"2293","##ד"
"2294","##ו"
"2295","##ז"
"2296","##ח"
"2297","##ט"
"2298","##י"
"2299","##ך"
"2300","##כ"
"2301","##ל"
"2302","##ם"
"2303","##מ"
"2304","##ן"
"2305","##נ"
"2306","##ס"
"2307","##ע"
"2308","##ף"
"2309","##פ"
"2310","##ץ"
"2311","##צ"
"2312","##ק"
"2313","##ר"
"2314","##ש"
"2315","##ת"
"2316","##،"
"2317","##ء"
"2318","##ب"
"2319","##ت"
"2320","##ث"
"2321","##ج"
"2322","##ح"
"2323","##خ"
"2324","##ذ"
"2325","##ز"
"2326","##س"
"2327","##ش"
"2328","##ص"
"2329","##ض"
"2330","##ط"
"2331","##ظ"
"2332","##ع"
"2333","##غ"
"2334","##ـ"
"2335","##ف"
"2336","##ق"
"2337","##ك"
"2338","##و"
"2339","##ى"
"2340","##ٹ"
"2341","##پ"
"2342","##چ"
"2343","##ک"
"2344","##گ"
"2345","##ں"
"2346","##ھ"
"2347","##ہ"
"2348","##ے"
"2349","##अ"
"2350","##आ"
"2351","##उ"
"2352","##ए"
"2353","##क"
"2354","##ख"
"2355","##ग"
"2356","##च"
"2357","##ज"
"2358","##ट"
"2359","##ड"
"2360","##ण"
"2361","##त"
"2362","##थ"
"2363","##द"
"2364","##ध"
"2365","##न"
"2366","##प"
"2367","##ब"
"2368","##भ"
"2369","##म"
"2370","##य"
"2371","##र"
"2372","##ल"
"2373","##व"
"2374","##श"
"2375","##ष"
"2376","##स"
"2377","##ह"
"2378","##ा"
"2379","##ि"
"2380","##ी"
"2381","##ो"
"2382","##।"
"2383","##॥"
"2384","##ং"
"2385","##অ"
"2386","##আ"
"2387","##ই"
"2388","##উ"
"2389","##এ"
"2390","##ও"
"2391","##ক"
"2392","##খ"
"2393","##গ"
"2394","##চ"
"2395","##ছ"
"2396","##জ"
"2397","##ট"
"2398","##ড"
"2399","##ণ"
"2400","##ত"
"2401","##থ"
"2402","##দ"
"2403","##ধ"
"2404","##ন"
"2405","##প"
"2406","##ব"
"2407","##ভ"
"2408","##ম"
"2409","##য"
"2410","##র"
"2411","##ল"
"2412","##শ"
"2413","##ষ"
"2414","##স"
"2415","##হ"
"2416","##া"
"2417","##ি"
"2418","##ী"
"2419","##ে"
"2420","##க"
"2421","##ச"
"2422","##ட"
"2423","##த"
"2424","##ந"
"2425","##ன"
"2426","##ப"
"2427","##ம"
"2428","##ய"
"2429","##ர"
"2430","##ல"
"2431","##ள"
"2432","##வ"
"2433","##ா"
"2434","##ி"
"2435","##ு"
"2436","##ே"
"2437","##ை"
"2438","##ನ"
"2439","##ರ"
"2440","##ಾ"
"2441","##ක"
"2442","##ය"
"2443","##ර"
"2444","##ල"
"2445","##ව"
"2446","##ා"
"2447","##ก"
"2448","##ง"
"2449","##ต"
"2450","##ท"
"2451","##น"
"2452","##พ"
"2453","##ม"
"2454","##ย"
"2455","##ร"
"2456","##ล"
"2457","##ว"
"2458","##ส"
"2459","##อ"
"2460","##า"
"2461","##เ"
"2462","##་"
"2463","##།"
"2464","##ག"
"2465","##ང"
"2466","##ད"
"2467","##ན"
"2468","##པ"
"2469","##བ"
"2470","##མ"
"2471","##འ"
"2472","##ར"
"2473","##ལ"
"2474","##ས"
"2475","##မ"
"2476","##ა"
"2477","##ბ"
"2478","##გ"
"2479","##დ"
"2480","##ე"
"2481","##ვ"
"2482","##თ"
"2483","##ი"
"2484","##კ"
"2485","##ლ"
"2486","##მ"
"2487","##ნ"
"2488","##ო"
"2489","##რ"
"2490","##ს"
"2491","##ტ"
"2492","##უ"
"2493","##ᄀ"
"2494","##ᄂ"
"2495","##ᄃ"
"2496","##ᄅ"
"2497","##ᄆ"
"2498","##ᄇ"
"2499","##ᄉ"
"2500","##ᄊ"
"2501","##ᄋ"
"2502","##ᄌ"
"2503","##ᄎ"
"2504","##ᄏ"
"2505","##ᄐ"
"2506","##ᄑ"
"2507","##ᄒ"
"2508","##ᅡ"
"2509","##ᅢ"
"2510","##ᅥ"
"2511","##ᅦ"
"2512","##ᅧ"
"2513","##ᅩ"
"2514","##ᅪ"
"2515","##ᅭ"
"2516","##ᅮ"
"2517","##ᅯ"
"2518","##ᅲ"
"2519","##ᅳ"
"2520","##ᅴ"
"2521","##ᅵ"
"2522","##ᆨ"
"2523","##ᆫ"
"2524","##ᆯ"
"2525","##ᆷ"
"2526","##ᆸ"
"2527","##ᆼ"
"2528","##ᴬ"
"2529","##ᴮ"
"2530","##ᴰ"
"2531","##ᴵ"
"2532","##ᴺ"
"2533","##ᵀ"
"2534","##ᵃ"
"2535","##ᵇ"
"2536","##ᵈ"
"2537","##ᵉ"
"2538","##ᵍ"
"2539","##ᵏ"
"2540","##ᵐ"
"2541","##ᵒ"
"2542","##ᵖ"
"2543","##ᵗ"
"2544","##ᵘ"
"2545","##ᵣ"
"2546","##ᵤ"
"2547","##ᵥ"
"2548","##ᶜ"
"2549","##ᶠ"
"2550","##‐"
"2551","##‑"
"2552","##‒"
"2553","##–"
"2554","##—"
"2555","##―"
"2556","##‖"
"2557","##‘"
"2558","##’"
"2559","##‚"
"2560","##“"
"2561","##”"
"2562","##„"
"2563","##†"
"2564","##‡"
"2565","##•"
"2566","##…"
"2567","##‰"
"2568","##′"
"2569","##″"
"2570","##›"
"2571","##‿"
"2572","##⁄"
"2573","##⁰"
"2574","##ⁱ"
"2575","##⁴"
"2576","##⁵"
"2577","##⁶"
"2578","##⁷"
"2579","##⁸"
"2580","##⁹"
"2581","##⁻"
"2582","##ⁿ"
"2583","##₅"
"2584","##₆"
"2585","##₇"
"2586","##₈"
"2587","##₉"
"2588","##₊"
"2589","##₍"
"2590","##₎"
"2591","##ₐ"
"2592","##ₑ"
"2593","##ₒ"
"2594","##ₓ"
"2595","##ₕ"
"2596","##ₖ"
"2597","##ₗ"
"2598","##ₘ"
"2599","##ₚ"
"2600","##ₛ"
"2601","##ₜ"
"2602","##₤"
"2603","##₩"
"2604","##€"
"2605","##₱"
"2606","##₹"
"2607","##ℓ"
"2608","##№"
"2609","##ℝ"
"2610","##™"
"2611","##⅓"
"2612","##⅔"
"2613","##←"
"2614","##↑"
"2615","##→"
"2616","##↓"
"2617","##↔"
"2618","##↦"
"2619","##⇄"
"2620","##⇌"
"2621","##⇒"
"2622","##∂"
"2623","##∅"
"2624","##∆"
"2625","##∇"
"2626","##∈"
"2627","##∗"
"2628","##∘"
"2629","##√"
"2630","##∞"
"2631","##∧"
"2632","##∨"
"2633","##∩"
"2634","##∪"
"2635","##≈"
"2636","##≡"
"2637","##≤"
"2638","##≥"
"2639","##⊂"
"2640","##⊆"
"2641","##⊕"
"2642","##⊗"
"2643","##⋅"
"2644","##─"
"2645","##│"
"2646","##■"
"2647","##▪"
"2648","##●"
"2649","##★"
"2650","##☆"
"2651","##☉"
"2652","##♠"
"2653","##♣"
"2654","##♥"
"2655","##♦"
"2656","##♯"
"2657","##⟨"
"2658","##⟩"
"2659","##ⱼ"
"2660","##⺩"
"2661","##⺼"
"2662","##⽥"
"2663","##、"
"2664","##。"
"2665","##〈"
"2666","##〉"
"2667","##《"
"2668","##》"
"2669","##「"
"2670","##」"
"2671","##『"
"2672","##』"
"2673","##〜"
"2674","##あ"
"2675","##い"
"2676","##う"
"2677","##え"
"2678","##お"
"2679","##か"
"2680","##き"
"2681","##く"
"2682","##け"
"2683","##こ"
"2684","##さ"
"2685","##し"
"2686","##す"
"2687","##せ"
"2688","##そ"
"2689","##た"
"2690","##ち"
"2691","##っ"
"2692","##つ"
"2693","##て"
"2694","##と"
"2695","##な"
"2696","##に"
"2697","##ぬ"
"2698","##ね"
"2699","##の"
"2700","##は"
"2701","##ひ"
"2702","##ふ"
"2703","##へ"
"2704","##ほ"
"2705","##ま"
"2706","##み"
"2707","##む"
"2708","##め"
"2709","##も"
"2710","##や"
"2711","##ゆ"
"2712","##よ"
"2713","##ら"
"2714","##り"
"2715","##る"
"2716","##れ"
"2717","##ろ"
"2718","##を"
"2719","##ん"
"2720","##ァ"
"2721","##ア"
"2722","##ィ"
"2723","##イ"
"2724","##ウ"
"2725","##ェ"
"2726","##エ"
"2727","##オ"
"2728","##カ"
"2729","##キ"
"2730","##ク"
"2731","##ケ"
"2732","##コ"
"2733","##サ"
"2734","##シ"
"2735","##ス"
"2736","##セ"
"2737","##タ"
"2738","##チ"
"2739","##ッ"
"2740","##ツ"
"2741","##テ"
"2742","##ト"
"2743","##ナ"
"2744","##ニ"
"2745","##ノ"
"2746","##ハ"
"2747","##ヒ"
"2748","##フ"
"2749","##ヘ"
"2750","##ホ"
"2751","##マ"
"2752","##ミ"
"2753","##ム"
"2754","##メ"
"2755","##モ"
"2756","##ャ"
"2757","##ュ"
"2758","##ョ"
"2759","##ラ"
"2760","##リ"
"2761","##ル"
"2762","##レ"
"2763","##ロ"
"2764","##ワ"
"2765","##ン"
"2766","##・"
"2767","##ー"
"2768","##一"
"2769","##三"
"2770","##上"
"2771","##下"
"2772","##不"
"2773","##世"
"2774","##中"
"2775","##主"
"2776","##久"
"2777","##之"
"2778","##也"
"2779","##事"
"2780","##二"
"2781","##五"
"2782","##井"
"2783","##京"
"2784","##人"
"2785","##亻"
"2786","##仁"
"2787","##介"
"2788","##代"
"2789","##仮"
"2790","##伊"
"2791","##会"
"2792","##佐"
"2793","##侍"
"2794","##保"
"2795","##信"
"2796","##健"
"2797","##元"
"2798","##光"
"2799","##八"
"2800","##公"
"2801","##内"
"2802","##出"
"2803","##分"
"2804","##前"
"2805","##劉"
"2806","##力"
"2807","##加"
"2808","##勝"
"2809","##北"
"2810","##区"
"2811","##十"
"2812","##千"
"2813","##南"
"2814","##博"
"2815","##原"
"2816","##口"
"2817","##古"
"2818","##史"
"2819","##司"
"2820","##合"
"2821","##吉"
"2822","##同"
"2823","##名"
"2824","##和"
"2825","##囗"
"2826","##四"
"2827","##国"
"2828","##國"
"2829","##土"
"2830","##地"
"2831","##坂"
"2832","##城"
"2833","##堂"
"2834","##場"
"2835","##士"
"2836","##夏"
"2837","##外"
"2838","##大"
"2839","##天"
"2840","##太"
"2841","##夫"
"2842","##奈"
"2843","##女"
"2844","##子"
"2845","##学"
"2846","##宀"
"2847","##宇"
"2848","##安"
"2849","##宗"
"2850","##定"
"2851","##宣"
"2852","##宮"
"2853","##家"
"2854","##宿"
"2855","##寺"
"2856","##將"
"2857","##小"
"2858","##尚"
"2859","##山"
"2860","##岡"
"2861","##島"
"2862","##崎"
"2863","##川"
"2864","##州"
"2865","##巿"
"2866","##帝"
"2867","##平"
"2868","##年"
"2869","##幸"
"2870","##广"
"2871","##弘"
"2872","##張"
"2873","##彳"
"2874","##後"
"2875","##御"
"2876","##德"
"2877","##心"
"2878","##忄"
"2879","##志"
"2880","##忠"
"2881","##愛"
"2882","##成"
"2883","##我"
"2884","##戦"
"2885","##戸"
"2886","##手"
"2887","##扌"
"2888","##政"
"2889","##文"
"2890","##新"
"2891","##方"
"2892","##日"
"2893","##明"
"2894","##星"
"2895","##春"
"2896","##昭"
"2897","##智"
"2898","##曲"
"2899","##書"
"2900","##月"
"2901","##有"
"2902","##朝"
"2903","##木"
"2904","##本"
"2905","##李"
"2906","##村"
"2907","##東"
"2908","##松"
"2909","##林"
"2910","##森"
"2911","##楊"
"2912","##樹"
"2913","##橋"
"2914","##歌"
"2915","##止"
"2916","##正"
"2917","##武"
"2918","##比"
"2919","##氏"
"2920","##民"
"2921","##水"
"2922","##氵"
"2923","##氷"
"2924","##永"
"2925","##江"
"2926","##沢"
"2927","##河"
"2928","##治"
"2929","##法"
"2930","##海"
"2931","##清"
"2932","##漢"
"2933","##瀬"
"2934","##火"
"2935","##版"
"2936","##犬"
"2937","##王"
"2938","##生"
"2939","##田"
"2940","##男"
"2941","##疒"
"2942","##発"
"2943","##白"
"2944","##的"
"2945","##皇"
"2946","##目"
"2947","##相"
"2948","##省"
"2949","##真"
"2950","##石"
"2951","##示"
"2952","##社"
"2953","##神"
"2954","##福"
"2955","##禾"
"2956","##秀"
"2957","##秋"
"2958","##空"
"2959","##立"
"2960","##章"
"2961","##竹"
"2962","##糹"
"2963","##美"
"2964","##義"
"2965","##耳"
"2966","##良"
"2967","##艹"
"2968","##花"
"2969","##英"
"2970","##華"
"2971","##葉"
"2972","##藤"
"2973","##行"
"2974","##街"
"2975","##西"
"2976","##見"
"2977","##訁"
"2978","##語"
"2979","##谷"
"2980","##貝"
"2981","##貴"
"2982","##車"
"2983","##軍"
"2984","##辶"
"2985","##道"
"2986","##郎"
"2987","##郡"
"2988","##部"
"2989","##都"
"2990","##里"
"2991","##野"
"2992","##金"
"2993","##鈴"
"2994","##镇"
"2995","##長"
"2996","##門"
"2997","##間"
"2998","##阝"
"2999","##阿"
"3000","##陳"
"3001","##陽"
"3002","##雄"
"3003","##青"
"3004","##面"
"3005","##風"
"3006","##食"
"3007","##香"
"3008","##馬"
"3009","##高"
"3010","##龍"
"3011","##龸"
"3012","##ﬁ"
"3013","##ﬂ"
"3014","##！"
"3015","##（"
"3016","##）"
"3017","##，"
"3018","##－"
"3019","##．"
"3020","##／"
"3021","##："
"3022","##？"
"3023","##～"
"3024","#"
"3025","##"
"3026","a"
"3027","b"
"3028","c"
"3029","d"
"3030","e"
"3031","f"
"3032","g"
"3033","h"
"3034","i"
"3035","j"
"3036","k"
"3037","l"
"3038","m"
"3039","n"
"3040","o"
"3041","p"
"3042","q"
"3043","r"
"3044","s"
"3045","t"
"3046","u"
"3047","v"
"3048","w"
"3049","x"
"3050","y"
"3051","z"
"3052","the"
"3053","of"
"3054","and"
"3055","in"
"3056","to"
"3057","was"
"3058","he"
"3059","is"
"3060","as"
"3061","for"
"3062","on"
"3063","it"
"3064","his"
"3065","by"
"3066","at"
"3067","her"
"3068","she"
"3069","you"
"3070","had"
"3071","an"
"3072","but"
"3073","be"
"3074","are"
"3075","not"
"3076","my"
"3077","one"
"3078","or"
"3079","him"
"3080","me"
"3081","all"
"3082","has"
"3083","up"
"3084","who"
"3085","out"
"3086","new"
"3087","two"
"3088","its"
"3089","no"
"3090","we"
"3091","so"
"3092","can"
"3093","if"
"3094","do"
"3095","now"
"3096","may"
"3097","did"
"3098","don"
"3099","off"
"3100","way"
"3101","re"
"3102","how"
"3103","get"
"3104","de"
"3105","us"
"3106","any"
"3107","day"
"3108","see"
"3109","man"
"3110","war"
"3111","go"
"3112","won"
"3113","end"
"3114","too"
"3115","old"
"3116","own"
"3117","ll"
"3118","use"
"3119","air"
"3120","our"
"3121","few"
"3122","men"
"3123","set"
"3124","age"
"3125","got"
"3126","let"
"3127","ve"
"3128","top"
"3129","why"
"3130","due"
"3131","st"
"3132","say"
"3133","son"
"3134","law"
"3135","saw"
"3136","art"
"3137","put"
"3138","six"
"3139","red"
"3140","led"
"3141","run"
"3142","cup"
"3143","ii"
"3144","km"
"3145","la"
"3146","car"
"3147","big"
"3148","non"
"3149","far"
"3150","co"
"3151","act"
"3152","per"
"3153","am"
"3154","san"
"3155","al"
"3156","god"
"3157","low"
"3158","win"
"3159","yet"
"3160","tv"
"3161","ten"
"3162","sea"
"3163","hit"
"3164","ran"
"3165","yes"
"3166","mi"
"3167","met"
"3168","bed"
"3169","oh"
"3170","lot"
"3171","arm"
"3172","dr"
"3173","uk"
"3174","boy"
"3175","sir"
"3176","bad"
"3177","sat"
"3178","bit"
"3179","hot"
"3180","cut"
"3181","bay"
"3182","ft"
"3183","try"
"3184","mid"
"3185","via"
"3186","sun"
"3187","job"
"3188","guy"
"3189","key"
"3190","van"
"3191","ask"
"3192","eye"
"3193","ice"
"3194","die"
"3195","gun"
"3196","ago"
"3197","bar"
"3198","sex"
"3199","lee"
"3200","le"
"3201","tom"
"3202","el"
"3203","mm"
"3204","pay"
"3205","box"
"3206","oil"
"3207","sam"
"3208","iii"
"3209","joe"
"3210","mom"
"3211","dad"
"3212","pre"
"3213","era"
"3214","sky"
"3215","cd"
"3216","pop"
"3217","jr"
"3218","et"
"3219","gas"
"3220","ben"
"3221","dog"
"3222","bus"
"3223","lay"
"3224","bob"
"3225","ed"
"3226","del"
"3227","com"
"3228","pro"
"3229","des"
"3230","ray"
"3231","max"
"3232","sit"
"3233","tax"
"3234","leg"
"3235","inc"
"3236","der"
"3237","dry"
"3238","en"
"3239","etc"
"3240","fox"
"3241","di"
"3242","nor"
"3243","eat"
"3244","bag"
"3245","ear"
"3246","fun"
"3247","ass"
"3248","cm"
"3249","bc"
"3250","les"
"3251","ex"
"3252","mix"
"3253","aid"
"3254","lie"
"3255","kg"
"3256","fm"
"3257","ad"
"3258","web"
"3259","da"
"3260","kid"
"3261","fly"
"3262","un"
"3263","pp"
"3264","fit"
"3265","dan"
"3266","iv"
"3267","hey"
"3268","cat"
"3269","sub"
"3270","map"
"3271","wet"
"3272","ep"
"3273","buy"
"3274","lap"
"3275","ma"
"3276","sr"
"3277","hip"
"3278","row"
"3279","vol"
"3280","ha"
"3281","cry"
"3282","lip"
"3283","vs"
"3284","fan"
"3285","dam"
"3286","sq"
"3287","tie"
"3288","mad"
"3289","lit"
"3290","jan"
"3291","tea"
"3292","add"
"3293","mph"
"3294","li"
"3295","gay"
"3296","net"
"3297","ill"
"3298","rio"
"3299","jaw"
"3300","ann"
"3301","ceo"
"3302","ms"
"3303","las"
"3304","dc"
"3305","ty"
"3306","tip"
"3307","odd"
"3308","hat"
"3309","lb"
"3310","roy"
"3311","dna"
"3312","pan"
"3313","mac"
"3314","jay"
"3315","oak"
"3316","mp"
"3317","und"
"3318","hop"
"3319","cap"
"3320","ca"
"3321","ah"
"3322","ye"
"3323","raw"
"3324","il"
"3325","ken"
"3326","ny"
"3327","tag"
"3328","kw"
"3329","rob"
"3330","sad"
"3331","fur"
"3332","hp"
"3333","joy"
"3334","eve"
"3335","gap"
"3336","na"
"3337","aim"
"3338","fat"
"3339","pa"
"3340","bet"
"3341","ash"
"3342","leo"
"3343","op"
"3344","pit"
"3345","bow"
"3346","vi"
"3347","duo"
"3348","lab"
"3349","ph"
"3350","jet"
"3351","ron"
"3352","fa"
"3353","ted"
"3354","lp"
"3355","pat"
"3356","ss"
"3357","rev"
"3358","bat"
"3359","ban"
"3360","bid"
"3361","pen"
"3362","nod"
"3363","fed"
"3364","se"
"3365","fee"
"3366","pc"
"3367","www"
"3368","sao"
"3369","ho"
"3370","inn"
"3371","pm"
"3372","hi"
"3373","han"
"3374","nee"
"3375","sum"
"3376","ivy"
"3377","ibn"
"3378","em"
"3379","uh"
"3380","ok"
"3381","den"
"3382","bin"
"3383","ya"
"3384","sc"
"3385","fix"
"3386","arc"
"3387","min"
"3388","jo"
"3389","ram"
"3390","sin"
"3391","egg"
"3392","ce"
"3393","ski"
"3394","lt"
"3395","xi"
"3396","rod"
"3397","mud"
"3398","um"
"3399","sts"
"3400","hug"
"3401","spy"
"3402","dug"
"3403","ba"
"3404","das"
"3405","au"
"3406","mia"
"3407","wu"
"3408","ate"
"3409","ps"
"3410","log"
"3411","lo"
"3412","cop"
"3413","vii"
"3414","col"
